freq,c_dest,purpose,duration,unit,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,DOM,PER_VFR,N_GE1,NR,RS	: 	: 	: 	: 	: 	: 	1346548 	: 	: 	: 	: 	: 
A,DOM,PER_VFR,N_GE1,NR,SE	: 	: 	28661969 	31597429 	27972206 	63749007 	59710119 	60976519 	60636598 	72538008 	78749825 	: 
A,DOM,PER_VFR,N_GE1,NR,SI	1095363 	1257945 	1001304 	924311 	1045934 	949549 	744150 	858412 	235773 	1980884 	2039294 	2928731 
A,DOM,PER_VFR,N_GE1,NR,SK	4352728 	3787590 b	5404747 	6146359 	7554824 	6617028 	8467964 	9012923 	5339769 	5352058 	8228930 	7669151 
A,DOM,PER_VFR,N_GE1,NR,UK	114629503 	109685887 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DOM,PER_VFR,N_GE4,NR,AL	: 	: 	: 	: 	: 	2242622 	: 	2810289 	1104692 	: 	: 	: 
A,DOM,PER_VFR,N_GE4,NR,AT	3079361 	2365047 	2958284 	2593857 	2956213 	3002878 	3857673 	3916657 	4654521 	4115754 	4375623 	4923559 
A,DOM,PER_VFR,N_GE4,NR,BE	642516 u	293320 u	156930 u	248911 u	595255 u	: u	938856 u	331114 u	521977 u	808882 u	676165 u	618425 u
A,DOM,PER_VFR,N_GE4,NR,BG	1764147 b	2503259 	1486935 	1355855 	1582623 	2496364 	2452747 	2510002 	1460681 	1310168 	1147417 	2151165 
A,DOM,PER_VFR,N_GE4,NR,CH	988407 u	1476563 u	1411199 	969718 u	953004 	1647961 	1518367 	2326599 u	1294166 u	676143 u	1437512 u	: 
A,DOM,PER_VFR,N_GE4,NR,CY	: u	497360 	: u	269781 	244204 	141973 u	135378 u	111730 u	: u	: u	: u	137848 u
A,DOM,PER_VFR,N_GE4,NR,CZ	14263634 	12165837 	13921517 	12430897 	12491267 	12627950 	12789705 	12900244 	10390990 	10961343 	10663824 	10114637 
A,DOM,PER_VFR,N_GE4,NR,DE	108991103 	109066180 	103578984 	126526734 	110915965 	94605087 	90612061 	104703619 	108336589 	99779404 	85607741 	84755333 
A,DOM,PER_VFR,N_GE4,NR,DK	6916619 	6243554 b	8739877 	9827025 	7059479 	7001913 	4754769 	8820184 	6821869 	4847428 	3766888 	3442193 
A,DOM,PER_VFR,N_GE4,NR,EA20	585877700 	610472482 	571114302 	569392131 	553958548 	505210347 	490918840 	490281335 	435682654 	449675968 	453333245 	458120453 
A,DOM,PER_VFR,N_GE4,NR,EE	908219 	663196 	915774 	763099 	851109 	748901 	590095 	844276 	432749 u	581415 u	581051 	752284 
A,DOM,PER_VFR,N_GE4,NR,EL	7267241 	8964862 	8122798 	6710544 	6507571 	6812664 	7513105 	8582779 	4505597 	4199788 	7878433 	6858058 
A,DOM,PER_VFR,N_GE4,NR,ES	93144876 	100422452 	94244670 	102784241 b	101222866 	93804104 	94363889 	97187028 	79295537 	80623487 	87589049 	93381514 
A,DOM,PER_VFR,N_GE4,NR,EU27_2020	690124635 e	697552664 e	674460942 	672724474 	654788951 	633712771 	617448535 	621459277 	541981536 	575304932 	575669697 	576723285 e
A,DOM,PER_VFR,N_GE4,NR,FI	14803935 b	14884160 	14318063 	14069475 	15046773 	12765838 	13608994 	12749272 	13936921 	17491627 	14965739 	12618540 
A,DOM,PER_VFR,N_GE4,NR,FR	273747798 	279030055 	273301609 	251811470 	247584453 	206437901 	194474673 	186122704 	168989340 	183468914 	183744372 	188068683 
A,DOM,PER_VFR,N_GE4,NR,HR	3981155 	4402511 	4727526 	4139994 	1911961 	1701896 	2195535 	2735797 	1770258 	2007814 	2129145 	2454617 
A,DOM,PER_VFR,N_GE4,NR,HU	6489343 	5211054 	5169408 	5256999 	4466590 	3589366 	4170617 	4107426 	3399446 	3049609 	3023597 	2971631 
A,DOM,PER_VFR,N_GE4,NR,IE	2155841 	1923497 	1961946 	1697906 	1812192 	2054040 	2207344 	2189974 	2644001 	1910172 	2616369 	2834135 
A,DOM,PER_VFR,N_GE4,NR,IT	50556183 	59966462 	43927089 b	36666945 	42824106 	55676865 	53498669 	45435800 	32097357 	36542216 	44357580 	40066232 
A,DOM,PER_VFR,N_GE4,NR,LT	905219 	1076488 	591669 	788878 	832261 	755826 	893000 	827478 	666816 	578681 	612193 	616330 
A,DOM,PER_VFR,N_GE4,NR,LU	: u	: u	: u	: u	: u	: u	: u	: u	102360 u	169525 u	159728 u	145981 u
A,DOM,PER_VFR,N_GE4,NR,LV	1561487 	1389899 	1347772 	1013899 	1197257 	953190 	917451 	1220300 	842226 u	874057 	829203 	1352965 
A,DOM,PER_VFR,N_GE4,NR,ME	: 	: 	: 	: 	1046612 	786198 	: 	: 	: 	: 	: 	: 
A,DOM,PER_VFR,N_GE4,NR,MK	: 	: 	: 	: 	: 	: 	: 	105498 u	: u	: u	: 	: 
A,DOM,PER_VFR,N_GE4,NR,MT	: u	: u	: u	: u	: u	: u	: u	: u	: u	45950 u	: u	40657 u
A,DOM,PER_VFR,N_GE4,NR,NL	12760822 b	9281480 	9382792 	7446346 	7832123 	14048298 	12883807 	10477320 	6520173 	6399191 	4476109 	5353212 
A,DOM,PER_VFR,N_GE4,NR,NO	: 	5562670 	8798396 	6748564 	7362612 	8272610 	7208942 	: 	: 	13977856 	11407222 	12188848 
A,DOM,PER_VFR,N_GE4,NR,PL	39657157 	25539838 	40203894 b	41727053 	45049810 	48204103 	52628862 	52018003 	40438100 	48989910 	49360786 	41702285 
A,DOM,PER_VFR,N_GE4,NR,PT	7960713 	14318282 	8170282 	8758455 	7240865 	8060247 	8134209 	8363935 	7385891 	7145325 	8295852 	9090065 
A,DOM,PER_VFR,N_GE4,NR,RO	18622406 	18753064 	17426903 	14278757 	14357788 	12609934 	12280188 	12769925 	10273361 	12576320 	11087372 	12985940 
A,DOM,PER_VFR,N_GE4,NR,RS	: 	: 	: 	: 	: 	: 	889886 u	: 	: 	: 	: 	: 
A,DOM,PER_VFR,N_GE4,NR,SE	: 	: 	16398107 	18455757 	15822846 	41972794 	37452807 	38052159 	33514436 	43894187 	43286567 	: 
A,DOM,PER_VFR,N_GE4,NR,SI	218206 u	239984 	303844 u	253912 u	351390 u	: u	193810 u	175013 u	: u	431750 	528125 	573642 
A,DOM,PER_VFR,N_GE4,NR,SK	3065304 	1652540 b	2701391 	2818074 	4006799 	3230060 	3836269 	4280933 	2753537 	2425654 	3759810 	3478372 
A,DOM,PER_VFR,N_GE4,NR,UK	59340740 	55110141 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DOM,PROF,N1-3,NR,AL	: 	: 	: 	: 	: 	297593 	: 	188653 	34226 	: 	: 	: 
A,DOM,PROF,N1-3,NR,AT	2687934 	2876633 	2551634 	2406646 	2555367 	2384568 	2273194 	2412714 	1279825 	1510906 	2884061 	2539695 
A,DOM,PROF,N1-3,NR,BE	355043 	100289 u	51400 u	148868 	151864 	129395 b	290637 	266147 	86129 u	167807 	187572 	234738 
A,DOM,PROF,N1-3,NR,BG	127854 b	200772 	243962 	172217 	140709 	181972 	195982 	160719 	69808 u	72812 u	167270 	200642 
A,DOM,PROF,N1-3,NR,CH	666555 u	550288 u	251796 u	526620 	452633 u	458245 	789671 	474315 	231355 u	369780 u	369664 u	: 
A,DOM,PROF,N1-3,NR,CY	47661 bu	60610 	34593 u	31591 u	21202 u	: u	: u	21507 u	: u	: u	: u	37703 
A,DOM,PROF,N1-3,NR,CZ	1178209 	1533882 	1015546 	904786 	1227927 	1201373 	1137660 	1079712 	327037 	597476 	858688 	799973 
A,DOM,PROF,N1-3,NR,DE	46730191 	40883744 	38860026 	37560291 	41638428 	41580657 	41609371 	43467549 	22299472 	23587317 	31202889 	34223626 
A,DOM,PROF,N1-3,NR,DK	1315600 	1754156 b	1258891 	2032371 	1588384 	2225303 	2702145 	2704891 	369327 u	1352740 	1415527 	1660463 
A,DOM,PROF,N1-3,NR,EA20	106128149 	94073329 	89829310 	81241694 	87002380 	94761706 	96968903 	98115661 	50660900 	59043316 	79085952 	84910269 
A,DOM,PROF,N1-3,NR,EE	171124 	232433 	406339 	374011 	505732 	505604 	622959 	562521 	246297 	251443 	335858 	454230 
A,DOM,PROF,N1-3,NR,EL	284369 	365142 	318977 	376429 	314770 	237259 	248002 	308124 	136527 	152254 	249606 	209229 
A,DOM,PROF,N1-3,NR,ES	11972568 	10432613 	8832265 	7351572 b	8632967 	8533601 	8274320 	8806387 	3074808 	5181137 	7284779 	8953368 
A,DOM,PROF,N1-3,NR,EU27_2020	121800640 e	110676160 e	101824881 	92275645 	101012007 	112134651 	112071735 	114026825 	61035108 	70386124 	97240191 	104294536 e
A,DOM,PROF,N1-3,NR,FI	5591055 b	5455382 	4756067 	4558935 	5060834 	4848684 	4497738 	4876680 	2290274 	1990043 	3110836 	3444042 
A,DOM,PROF,N1-3,NR,FR	22048457 	21602856 	20355743 	16144607 	16097847 	24897008 	24790839 	22614415 	15309672 	20059489 	24497249 	24327533 
A,DOM,PROF,N1-3,NR,HR	1301508 	1143323 	1042267 	530840 	460600 	388456 	492932 	488312 	181446 	327718 	305741 	464802 
A,DOM,PROF,N1-3,NR,HU	453758 	491077 	479211 	451364 	277285 	387433 	323155 	355478 	164364 	196242 	294386 	364913 
A,DOM,PROF,N1-3,NR,IE	412133 	486936 	559298 	524038 	587263 	573946 	618326 	707214 	330913 	195307 	658787 	619755 
A,DOM,PROF,N1-3,NR,IT	10184289 	6196211 	7901210 b	6672192 	6472202 	5627077 	8230875 	8287705 	2518266 	2635413 	4085564 	4527867 
A,DOM,PROF,N1-3,NR,LT	515862 	509196 	534425 	529684 	524214 	519643 	490627 	586560 	487814 	555608 	637416 	728443 
A,DOM,PROF,N1-3,NR,LU	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,DOM,PROF,N1-3,NR,LV	172901 	129039 	78023 u	140061 u	66582 u	114598 u	58709 u	: u	: u	: u	69583 u	43869 u
A,DOM,PROF,N1-3,NR,ME	: 	: 	: 	: 	144753 	53728 u	: 	: 	: 	: 	: 	: 
A,DOM,PROF,N1-3,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: 
A,DOM,PROF,N1-3,NR,MT	: u	: u	: u	: u	9793 u	9957 u	8909 u	13836 u	16119 u	21391 	18967 	33313 
A,DOM,PROF,N1-3,NR,NL	1314786 b	1261953 	1093382 	1257014 	1206141 	1437605 	1633091 	1750795 	864782 	839381 	1186708 	1589235 
A,DOM,PROF,N1-3,NR,NO	: 	3532138 	5426227 	4484810 	3766115 	5463945 	4372428 	: 	: 	2862152 	5969084 	5222790 
A,DOM,PROF,N1-3,NR,PL	5278605 	5155661 	1608965 b	1617893 	1960708 	2276059 	2166457 	2239300 	1677026 	1814350 	2207318 	2570007 
A,DOM,PROF,N1-3,NR,PT	918879 	956639 	1252710 	1404236 	1407427 	1316231 	1463472 	1468085 	987736 	1018724 	1608277 	1459908 
A,DOM,PROF,N1-3,NR,RO	59878 u	151645 	189905 	311630 	308692 	267017 	164996 	206014 	70773 u	180018 	149704 	139006 
A,DOM,PROF,N1-3,NR,RS	: 	: 	: 	: 	: 	: 	456884 	: 	: 	: 	: 	: 
A,DOM,PROF,N1-3,NR,SE	: 	: 	7199092 	5543689 	8505922 	10833788 	8412438 	9165051 	7695872 	7129170 	13061347 	: 
A,DOM,PROF,N1-3,NR,SI	110714 	159097 	118769 	99284 	116423 	129133 	135934 	204103 	69662 u	257931 	267564 	434333 
A,DOM,PROF,N1-3,NR,SK	1296920 	1211374 bu	: u	1124756 u	: u	1475163 	1202303 	1227083 	: u	245561 u	458749 	579130 
A,DOM,PROF,N1-3,NR,UK	23587758 	22860489 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DOM,PROF,N_GE1,NR,AL	: 	: 	: 	: 	: 	2029913 	: 	833568 	56813 	: 	: 	: 
A,DOM,PROF,N_GE1,NR,AT	4439594 	4509643 	4519409 	4691248 	4754301 	4697471 	4024929 	4225658 	2931833 	2965940 	4542754 	5620744 
A,DOM,PROF,N_GE1,NR,BE	975879 	205928 	131390 	261031 	199054 	234797 b	509431 	587437 	230004 u	279778 	355826 	430639 
A,DOM,PROF,N_GE1,NR,BG	385067 b	607521 	427348 	367067 	424892 	367624 	481406 	261804 	192657 u	168614 u	303824 	415489 
A,DOM,PROF,N_GE1,NR,CH	803899 u	688806 u	563279 u	846303 	765795 	646500 	1175514 	760528 	646484 u	675394 u	732176 u	: 
A,DOM,PROF,N_GE1,NR,CY	77637 b	110318 	53795 u	41301 u	27337 u	: u	: u	60304 u	: u	: u	38165 u	51784 
A,DOM,PROF,N_GE1,NR,CZ	1803866 	2477399 	1601103 	1276328 	1870302 	1806142 	1764489 	1603955 	708862 	766053 	1260724 	1050526 
A,DOM,PROF,N_GE1,NR,DE	80587606 	76810096 	86417630 	84082488 	84441623 	78605439 	78341686 	86910974 	43596667 	75061459 	67570076 	67667470 
A,DOM,PROF,N_GE1,NR,DK	1955943 	5212188 b	1730968 	3764834 	2772138 	4424762 	5517125 	4681630 	798977 	3066202 	2879872 	2350214 
A,DOM,PROF,N_GE1,NR,EA20	226970800 	202354776 	211499010 	179623660 	185611707 	192770886 	195986591 	202858333 	118472819 	160868762 	167265142 	170865544 
A,DOM,PROF,N_GE1,NR,EE	219288 	332315 	617863 	744206 	965929 	722329 	720915 	714020 	296484 	530276 	647564 	1175309 
A,DOM,PROF,N_GE1,NR,EL	2536387 	2207718 	2889040 	1838037 	2735028 	1453654 	761260 	1208152 	627486 	847006 	911709 	538507 
A,DOM,PROF,N_GE1,NR,ES	42114797 	31205402 	26304342 	14406311 b	19786460 	17476278 	16522785 	16029356 	8862749 	11974752 	14953305 	17117799 
A,DOM,PROF,N_GE1,NR,EU27_2020	265712357 e	240862931 e	238081775 	205969829 	214707729 	230959616 	229050399 	236477927 	140561249 	186938221 	207179520 	211022011 e
A,DOM,PROF,N_GE1,NR,FI	8272379 b	7158339 	6998719 	6389464 	7368640 	7225614 	6483504 	7267460 	6830249 	4899945 	6330283 	6628202 
A,DOM,PROF,N_GE1,NR,FR	61099343 	58069837 	56713912 	42333747 	42327179 	60823462 	59575590 	55666102 	41345760 	46760427 	52732404 	49629634 
A,DOM,PROF,N_GE1,NR,HR	2700214 	2923408 	3482571 	2051404 	1344666 	2379842 	1497464 	1705161 	535717 	1035609 	798925 	1503396 
A,DOM,PROF,N_GE1,NR,HU	1807756 	635785 	630246 	589130 	529232 	493692 	411863 	442582 	196611 	379466 	384128 	511048 
A,DOM,PROF,N_GE1,NR,IE	663198 	601472 	868777 	654279 	754103 	743691 	772352 	875604 	594616 	350467 	1141424 	791909 
A,DOM,PROF,N_GE1,NR,IT	16065100 	9751669 	15166693 b	14242606 	11993791 	10851629 	18338220 	17280525 	6596485 	10616981 	9581314 	10998562 
A,DOM,PROF,N_GE1,NR,LT	667787 	674951 	696702 	707273 	680938 	672466 	638323 	681878 	575986 	662111 	751919 	871912 
A,DOM,PROF,N_GE1,NR,LU	: u	: u	: u	: u	: u	: u	: u	16051 u	: u	: u	: u	: u
A,DOM,PROF,N_GE1,NR,LV	437612 	370044 	233302 u	166581 u	133380 u	229277 u	95229 u	: u	: u	155513 u	182831 u	176742 u
A,DOM,PROF,N_GE1,NR,ME	: 	: 	: 	: 	236147 	80275 u	: 	: 	: 	: 	: 	: 
A,DOM,PROF,N_GE1,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: 
A,DOM,PROF,N_GE1,NR,MT	: u	: u	: u	11346 u	16954 u	13569 	17383 u	16373 u	22059 u	27760 	21903 	52439 
A,DOM,PROF,N_GE1,NR,NL	1757666 b	1637887 	1416973 	1643361 	2067786 	2248427 	2251621 	2899933 	2261598 	1461352 	2010040 	2579931 
A,DOM,PROF,N_GE1,NR,NO	: 	7083309 	11123179 	7893251 	7987386 	9151027 	9525510 	: 	: 	6755015 	12363744 	11597565 
A,DOM,PROF,N_GE1,NR,PL	15357404 	11978705 	4865652 b	5498859 	5400089 	6344565 	6363901 	6791075 	4417619 	6559904 	8109048 	7793056 
A,DOM,PROF,N_GE1,NR,PT	2320920 	3726732 	2978431 	3461074 	3155007 	2686158 	3576380 	3866857 	2452582 	2299499 	3518179 	3385326 
A,DOM,PROF,N_GE1,NR,RO	4831677 	4897685 	4830883 	5405444 	4119113 	4769885 	4590400 	5064004 	1588729 	2910028 	2946590 	2924295 
A,DOM,PROF,N_GE1,NR,RS	: 	: 	: 	: 	: 	: 	774091 	: 	: 	: 	: 	: 
A,DOM,PROF,N_GE1,NR,SE	: 	: 	12496565 	9444506 	13980257 	19982060 	13934624 	14774544 	14184975 	12219193 	24030192 	: 
A,DOM,PROF,N_GE1,NR,SI	184910 	217587 	165605 	207302 	189688 	171043 	277310 	319341 	91074 u	440474 	359142 	578426 
A,DOM,PROF,N_GE1,NR,SK	1829326 	1824790 bu	: u	1675935 u	2668500 u	1475163 	1538340 	2340508 	: u	456047 	772745 	1037568 
A,DOM,PROF,N_GE1,NR,UK	44323889 	40143497 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DOM,PROF,N_GE4,NR,AL	: 	: 	: 	: 	: 	1732320 	: 	644915 u	: u	: 	: 	: 
A,DOM,PROF,N_GE4,NR,AT	1751660 	1633011 	1967775 	2284603 	2198934 	2312904 	1751734 	1812944 	1652008 	1455034 	1658693 	3081049 
A,DOM,PROF,N_GE4,NR,BE	620836 u	: u	: u	112163 u	: u	: u	: u	321289 u	: u	: u	: u	: u
A,DOM,PROF,N_GE4,NR,BG	: u	406749 u	: u	: u	284183 u	: u	285424 u	: u	: u	: u	: u	: u
A,DOM,PROF,N_GE4,NR,CH	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 
A,DOM,PROF,N_GE4,NR,CY	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,DOM,PROF,N_GE4,NR,CZ	625657 u	943518 	585557 u	371542 u	642375 u	604769 u	626829 u	524243 u	: u	: u	: u	: u
A,DOM,PROF,N_GE4,NR,DE	33857415 	35926352 	47557603 	46522198 	42803195 	37024782 	36732315 	43443426 	21297195 	51474142 	36367187 	33443844 
A,DOM,PROF,N_GE4,NR,DK	640344 u	3458032 bu	: u	1732463 	1183754 	2199459 	2814980 	1976738 	: u	1713462 u	1464345 u	689751 u
A,DOM,PROF,N_GE4,NR,EA20	120842651 	108281446 	121669700 	98381966 	98609327 	98009180 	99017688 	104742672 	67811919 	101825446 	88179191 	85955275 
A,DOM,PROF,N_GE4,NR,EE	: u	99882 u	211523 u	370196 u	460198 u	216726 u	: u	: u	: u	: u	: u	: u
A,DOM,PROF,N_GE4,NR,EL	2252018 	1842576 	2570063 	1461608 	2420258 	1216395 	513258 	900028 	490959 	694752 	662103 	329277 
A,DOM,PROF,N_GE4,NR,ES	30142229 	20772789 	17472077 	7054740 b	11153493 	8942677 	8248464 	7222969 	5787941 	6793615 	7668526 	8164431 
A,DOM,PROF,N_GE4,NR,EU27_2020	143911717 e	130186770 e	136256894 	113694185 	113695723 	118824964 	116978664 	122451102 	79526141 	116552098 	109939329 	106727474 e
A,DOM,PROF,N_GE4,NR,FI	2681324 b	1702957 	2242652 	1830529 	2307806 	2376930 	1985767 	2390780 	4539975 	2909903 	3219448 	3184160 
A,DOM,PROF,N_GE4,NR,FR	39050885 	36466981 	36358169 	26189140 	26229332 	35926454 	34784751 	33051688 	26036088 	26700937 	28235155 	25302102 
A,DOM,PROF,N_GE4,NR,HR	1398706 	1780085 	2440304 	1520565 u	884067 	1991386 	1004532 	1216849 	354270 u	707891 u	493185 u	1038594 u
A,DOM,PROF,N_GE4,NR,HU	1353998 	144708 u	151035 u	137766 u	251947 u	106259 u	88708 u	: u	: u	: u	: u	146135 u
A,DOM,PROF,N_GE4,NR,IE	251065 u	114536 u	309479 	130241 u	166840 u	169744 u	154026 u	168391 u	263703 u	: u	482637 u	: u
A,DOM,PROF,N_GE4,NR,IT	5880811 	3555458 	7265484 b	7570415 	5521589 	5224552 u	10107345 	8992820 	4078219 u	7981568 	5495750 	6470694 
A,DOM,PROF,N_GE4,NR,LT	151925 	165755 	162277 	177588 	156724 	152823 	147696 	95318 	88172 u	106503 u	114503 	143468 
A,DOM,PROF,N_GE4,NR,LU	: 	: u	: 	: u	: 	: u	: u	: u	: u	: u	: u	: u
A,DOM,PROF,N_GE4,NR,LV	264711 u	241005 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,DOM,PROF,N_GE4,NR,ME	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 
A,DOM,PROF,N_GE4,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: 
A,DOM,PROF,N_GE4,NR,MT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	19126 u
A,DOM,PROF,N_GE4,NR,NL	442880 bu	375934 u	323590 u	386347 u	861646 u	810822 u	618530 u	1149137 	1396815 u	621971 u	823331 	990696 
A,DOM,PROF,N_GE4,NR,NO	: 	3551170 	5696952 	3408440 	4221272 	3687083 	5153082 	: 	: 	3892863 	6394659 	6374775 
A,DOM,PROF,N_GE4,NR,PL	10078799 	6823043 	3256687 b	3880966 	3439381 	4068506 	4197444 	4551775 	2740594 	4745553 	5901730 	5223049 
A,DOM,PROF,N_GE4,NR,PT	1402040 	2770093 	1725721 	2056839 	1747580 	1369927 	2112908 	2398772 	1464846 	1280775 	1909901 	1925418 
A,DOM,PROF,N_GE4,NR,RO	4771800 	4746040 	4640978 	5093814 	3810421 	4502868 	4425405 	4857990 	1517955 	2730010 	2796886 	2785289 
A,DOM,PROF,N_GE4,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,DOM,PROF,N_GE4,NR,SE	: 	: 	5297473 	3900817 	5474336 	9148272 	5522186 	5609494 	6489103 	5090023 	10968845 	: 
A,DOM,PROF,N_GE4,NR,SI	: u	: u	: u	: u	: u	: u	: u	: u	: u	182543 u	: u	144094 u
A,DOM,PROF,N_GE4,NR,SK	: u	: u	: u	: u	: u	: 	: u	: u	: 	: u	: u	: u
A,DOM,PROF,N_GE4,NR,UK	20736131 	17283008 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DOM,TOTAL,N1-3,NR,AL	: 	: 	: 	: 	: 	4096593 	: 	4574269 	2744255 	: 	: 	: 
A,DOM,TOTAL,N1-3,NR,AT	14301993 	15253009 	15854508 	14936184 	16257031 	15773301 	16291406 	17602545 	13512859 	14419004 	20918008 	20331773 
A,DOM,TOTAL,N1-3,NR,BE	3255212 	3248618 	2741160 	4271278 	3355452 	4309911 b	4816083 	5491414 	4309464 	7177950 	6335321 	6560374 
A,DOM,TOTAL,N1-3,NR,BG	3969963 b	4047323 	4315869 	3204786 	3504825 	5915739 	5217632 	5032624 	2678396 	3883707 	4323501 	4685421 
A,DOM,TOTAL,N1-3,NR,CH	7533544 	8293885 	7219489 	7380562 	7346354 	7510470 	7060628 	7558123 	7597822 	8360979 	8173485 	: 
A,DOM,TOTAL,N1-3,NR,CY	1870735 b	1598378 	1641669 	1889420 	1924813 	1963743 	2121513 	2245655 	2433904 	2848424 	2460434 	2282792 
A,DOM,TOTAL,N1-3,NR,CZ	37378507 	34972909 	38093626 	32376462 	35465802 	39893468 	36839106 	36663243 	25325858 	28583736 	34499908 	26463000 
A,DOM,TOTAL,N1-3,NR,DE	214345482 	216828807 	200696410 	215572105 	210294432 	200578738 	207263328 	213447288 	131341106 	159130775 	168214422 	195006774 
A,DOM,TOTAL,N1-3,NR,DK	28244255 	31295329 b	31314209 	32332248 	28403517 	24546396 	14980715 	24864199 	22926210 	17687522 	17064017 	16069610 
A,DOM,TOTAL,N1-3,NR,EA20	807237975 	784667071 	769503857 	754351357 	768440282 	794244346 	807496943 	809567210 	529241129 	685472025 	771926342 	803829325 
A,DOM,TOTAL,N1-3,NR,EE	2484976 	2573480 	3804845 	3904097 	4677975 	4644796 	6489152 	4910521 	2992831 	3143188 	3869557 	4541316 
A,DOM,TOTAL,N1-3,NR,EL	5779994 	3288418 	3900738 	3620037 	3375073 	3507429 	3750924 	3242818 	2766468 	2937346 	3962586 	3765723 
A,DOM,TOTAL,N1-3,NR,ES	178193224 	173860543 	169361346 	168122616 b	177085913 	185772751 	186097080 	182598375 	94176310 	138299262 	165341201 	172810456 
A,DOM,TOTAL,N1-3,NR,EU27_2020	1008019125 e	987424286 e	964969898 	948623246 	969782455 	1010170305 	1010581111 	1026765291 	719094368 	893274964 	1011108120 	1044137634 e
A,DOM,TOTAL,N1-3,NR,FI	44780447 b	44460433 	41717642 	42614719 	42907710 	44057895 	41591264 	42498957 	30450541 	38913810 	35971301 	32101748 
A,DOM,TOTAL,N1-3,NR,FR	206909717 	203557046 	204847066 	179351195 	176986811 	204016311 	196956209 	197708159 	157702939 	208612730 	234298828 	235402932 
A,DOM,TOTAL,N1-3,NR,HR	7119486 	6874447 	6370064 	4175366 	3061201 	2870200 	3299023 	3799098 	2683580 	3355387 	3175050 	3921118 
A,DOM,TOTAL,N1-3,NR,HU	20759489 	16948852 	18374019 	19024534 	18276858 	18549024 	17890130 	18016588 	10954413 	12394659 	16233264 	15943735 
A,DOM,TOTAL,N1-3,NR,IE	9317768 	9238520 	10046863 	10040794 	10580401 	10936902 	12545439 	13064291 	8413575 	6151795 	14948299 	14103297 
A,DOM,TOTAL,N1-3,NR,IT	52339819 	39524206 	44230428 b	41249570 	50532996 	46691994 	55830409 	49505251 	27201523 	27022429 	39836443 	36038386 
A,DOM,TOTAL,N1-3,NR,LT	3799279 	3630209 	3930677 	3932682 	3685924 	3747548 	3854272 	4082031 	3508804 	4583891 	5367549 	5921942 
A,DOM,TOTAL,N1-3,NR,LU	61434 	69594 	42485 	25773 u	21539 u	77974 	54880 	49530 	175453 	173612 	173108 	222587 
A,DOM,TOTAL,N1-3,NR,LV	4914616 	4358425 	4193933 	4008080 	4178004 	4008229 	3640238 	3372929 	1619913 	3353551 	3911127 	3999892 
A,DOM,TOTAL,N1-3,NR,ME	: 	: 	: 	: 	1234620 	1231961 	: 	: 	: 	: 	: 	: 
A,DOM,TOTAL,N1-3,NR,MK	: 	: 	: 	: 	: 	: 	: 	198222 	307725 	249107 	: 	: 
A,DOM,TOTAL,N1-3,NR,MT	335740 	328693 	344477 b	363501 	517763 	425450 	413284 	394913 	614605 	637711 	617204 	727318 
A,DOM,TOTAL,N1-3,NR,NL	34641645 b	30914323 	30114104 	28632271 	28932575 	29034239 	28177783 	28653434 	23318547 	36794187 	26533972 	27837148 
A,DOM,TOTAL,N1-3,NR,NO	: 	17016887 	22353341 	20172976 	19636706 	22042128 	28602062 	: 	: 	29597510 	32545640 	31057468 
A,DOM,TOTAL,N1-3,NR,PL	52521535 	55786497 	43546428 b	45704262 	50598127 	54834172 	57988524 	60609611 	44692019 	53850610 	61969441 	64780692 
A,DOM,TOTAL,N1-3,NR,PT	14465231 	15303155 	15986507 	17185256 	17649279 	18650741 	19824773 	21941503 	13463649 	16198061 	21150754 	21724717 
A,DOM,TOTAL,N1-3,NR,RO	19658987 	21157275 	21886988 	21007985 	22238600 	22840431 	23218156 	23600321 	15027271 	22734405 	23593867 	27199696 
A,DOM,TOTAL,N1-3,NR,RS	: 	: 	: 	: 	: 	: 	1493575 	: 	: 	: 	: 	: 
A,DOM,TOTAL,N1-3,NR,SE	: 	: 	37934902 	40621612 	42854443 	49346729 	46949906 	48411494 	68249072 	68668300 	81497780 	: 
A,DOM,TOTAL,N1-3,NR,SI	3105294 	3020153 	2811991 	2288568 	2552797 	2663542 	3198757 	2500822 	1756532 	4860444 	4131140 	5384400 
